6510,"[-0.76173987 -0.71545949 -0.71422996 -0.76173987 -0.70839792 -0.71422996
 -0.71323211 -0.73641482 -0.70839792 -0.73103553 -0.71994536 -0.70839792
 -0.71422996]"
7022,"[-0.88486958 -0.86191217 -0.86738044 -0.88717219 -0.86738044 -0.86191217
 -0.86467392 -0.87263218 -0.86191217 -0.89164017 -0.86191217 -0.86191217
 -0.88717219]"
8174,"[-0.99988139 -0.99986489 -0.99987018 -0.99987753 -0.99987787 -0.99986489
 -0.99987024 -0.99988735 -0.9998757  -0.99987283 -0.99988697 -0.99986759
 -0.99987021]"
8175,"[-0.99999999 -0.99999999 -0.99999999 -0.99999999 -1.         -1.
 -1.         -1.         -0.99742295 -1.         -0.99999999 -1.
 -1.        ]"
1792,"[-0.99821627 -0.99995393 -0.99995369 -0.99995865 -0.99995369 -0.99995274
 -0.99995779 -0.99995498 -0.99825177 -0.99817972 -0.99845139 -0.99995369
 -0.99995814]"
1808,"[-0.98473145 -0.98473145 -0.98518455 -0.98473145 -0.98533609 -0.98410189
 -0.98503683 -0.98410189 -0.98473145 -0.98410189 -0.98438887 -0.98410189
 -0.98533943]"
1810,"[-0.88012243 -0.89380736 -0.87497589 -0.87263218 -0.88012243 -0.88810205
 -0.87263218 -0.88012243 -0.88942874 -0.88012243 -0.88012243 -0.87907064
 -0.87338138]"
1939,"[-0.71994536 -0.72554646 -0.67081945 -0.66410148 -0.683855   -0.6901779
 -0.69637434 -0.683855   -0.66410148 -0.67081945 -0.6901779  -0.683855
 -0.68222769]"
2003,"[-0.6901779  -0.683855   -0.711707   -0.69637434 -0.74168652 -0.77575147
 -0.69637434 -0.70675153 -0.72554646 -0.6901779  -0.72554646 -0.70244686
 -0.683855  ]"
2035,"[-0.89380736 -0.89164017 -0.87263218 -0.87003284 -0.87263218 -0.87517953
 -0.87263218 -0.88012243 -0.88703495 -0.87263218 -0.87426133 -0.87003284
 -0.88552553]"
2560,"[-1.         -0.99999799 -1.         -1.         -1.         -0.99999795
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]"
2568,"[-0.9922115  -0.99999508 -0.99172476 -0.99172476 -0.99205243 -0.99999445
 -0.99310045 -0.99236709 -0.99999582 -0.99236716 -0.99189023 -0.99999555
 -0.99223489]"
2632,"[-0.98377744 -0.98441985 -0.98533609 -0.98473145 -0.98410189 -0.98448361
 -0.98600597 -0.98485964 -0.98452593 -0.98478478 -0.98377744 -0.98473145
 -0.98377744]"
2760,"[-0.89065778 -0.87984309 -0.87570158 -0.87003284 -0.88012243 -0.87263218
 -0.87003284 -0.87003284 -0.8702485  -0.88717219 -0.87488868 -0.88400887
 -0.88942874]"
6856,"[-0.70839792 -0.71422996 -0.78893908 -0.73556964 -0.72237297 -0.71994536
 -0.72554646 -0.73925577 -0.71994536 -0.75191573 -0.71994536 -0.70839792
 -0.77575147]"
6860,"[-0.70244686 -0.70839792 -0.70244686 -0.70323011 -0.74685279 -0.70839792
 -0.69637434 -0.74168652 -0.69637434 -0.70244686 -0.71994536 -0.70839792
 -0.70839792]"
6894,"[-0.88012243 -0.87517953 -0.85621842 -0.88486958 -0.85621842 -0.87263218
 -0.86351545 -0.88251998 -0.85909405 -0.86191217 -0.86191217 -0.85621842
 -0.86602653]"
7150,"[-0.97365528 -0.97578464 -0.97463926 -0.97450434 -0.97365528 -0.97758688
 -0.97365528 -0.97418217 -0.97435795 -0.97469853 -0.97418217 -0.98241205
 -0.97533929]"
66,"[-1.         -1.         -0.99999944 -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -0.99994911 -1.
 -1.        ]"
4162,"[-0.98483203 -0.99999835 -0.99999828 -0.99999831 -0.99999838 -0.99999828
 -0.99999845 -0.98513533 -0.99999851 -0.99999841 -0.99999845 -0.99999828
 -0.99999838]"
4166,"[-0.98872312 -0.98752449 -0.99021026 -0.98894866 -0.98801852 -0.98825815
 -0.99115085 -0.99021026 -0.98752449 -0.987774   -0.98825815 -0.987774
 -0.987774  ]"
4422,"[-0.88012243 -0.89380736 -0.90329266 -0.88942874 -0.90205129 -0.89164017
 -0.89164017 -0.88012243 -0.89342742 -0.90965523 -0.88717219 -0.89593122
 -0.88903313]"
